layer,score,eval_lang,model_a,seed_a,model_b,seed_b,pre_steps
7,0.6546,en,en2fr,5,en,2,8400
7,0.56,en,en2fr,5,en,3,8400
7,0.5655,en,en2fr,5,en,4,8400
7,0.5717,en,en2fr,5,en,5,8400
7,0.7485,en,en2fr,6,fr,1,8400
7,0.8124,en,en2fr,6,fr,2,8400
7,0.7972,en,en2fr,6,fr,4,8400
7,0.8012,en,en2fr,6,fr,5,8400
7,0.7956,en,en2fr,6,fr,6,8400
7,0.8084,en,en2fr,6,fr,7,8400
7,0.5925,en,en2fr,6,en,1,8400
7,0.6407,en,en2fr,6,en,2,8400
7,0.5521,en,en2fr,6,en,3,8400
7,0.5589,en,en2fr,6,en,4,8400
7,0.5508,en,en2fr,6,en,5,8400
7,0.7474,en,en2fr,7,fr,1,8400
7,0.8378,en,en2fr,7,fr,2,8400
7,0.8164,en,en2fr,7,fr,4,8400
7,0.802,en,en2fr,7,fr,5,8400
7,0.8107,en,en2fr,7,fr,6,8400
7,0.8282,en,en2fr,7,fr,7,8400
7,0.5592,en,en2fr,7,en,1,8400
7,0.6073,en,en2fr,7,en,2,8400
7,0.5081,en,en2fr,7,en,3,8400
7,0.5282,en,en2fr,7,en,4,8400
7,0.5174,en,en2fr,7,en,5,8400
7,0.6942,en,en2fr,8,fr,1,8400
7,0.7863,en,en2fr,8,fr,2,8400
7,0.7699,en,en2fr,8,fr,4,8400
7,0.7559,en,en2fr,8,fr,5,8400
7,0.7468,en,en2fr,8,fr,6,8400
7,0.7896,en,en2fr,8,fr,7,8400
7,0.6286,en,en2fr,8,en,1,8400
7,0.6792,en,en2fr,8,en,2,8400
7,0.6197,en,en2fr,8,en,3,8400
7,0.6127,en,en2fr,8,en,4,8400
7,0.6192,en,en2fr,8,en,5,8400
7,0.7375,en,en2fr,9,fr,1,8400
7,0.7996,en,en2fr,9,fr,2,8400
7,0.7566,en,en2fr,9,fr,4,8400
7,0.8003,en,en2fr,9,fr,5,8400
7,0.7877,en,en2fr,9,fr,6,8400
7,0.8047,en,en2fr,9,fr,7,8400
7,0.6011,en,en2fr,9,en,1,8400
7,0.6837,en,en2fr,9,en,2,8400
7,0.5755,en,en2fr,9,en,3,8400
7,0.592,en,en2fr,9,en,4,8400
7,0.5959,en,en2fr,9,en,5,8400
8,0.8107,en,en2fr,1,fr,1,8400
8,0.8014,en,en2fr,1,fr,2,8400
8,0.8411,en,en2fr,1,fr,4,8400
8,0.7661,en,en2fr,1,fr,5,8400
8,0.8066,en,en2fr,1,fr,6,8400
8,0.8132,en,en2fr,1,fr,7,8400
8,0.6914,en,en2fr,1,en,1,8400
8,0.6426,en,en2fr,1,en,2,8400
8,0.6485,en,en2fr,1,en,3,8400
8,0.6743,en,en2fr,1,en,4,8400
8,0.6886,en,en2fr,1,en,5,8400
8,0.7994,en,en2fr,2,fr,1,8400
8,0.7949,en,en2fr,2,fr,2,8400
8,0.8078,en,en2fr,2,fr,4,8400
8,0.7726,en,en2fr,2,fr,5,8400
8,0.7983,en,en2fr,2,fr,6,8400
8,0.8378,en,en2fr,2,fr,7,8400
8,0.6439,en,en2fr,2,en,1,8400
8,0.5937,en,en2fr,2,en,2,8400
8,0.6162,en,en2fr,2,en,3,8400
8,0.6282,en,en2fr,2,en,4,8400
8,0.6442,en,en2fr,2,en,5,8400
8,0.8075,en,en2fr,3,fr,1,8400
8,0.8369,en,en2fr,3,fr,2,8400
8,0.8156,en,en2fr,3,fr,4,8400
8,0.7585,en,en2fr,3,fr,5,8400
8,0.7895,en,en2fr,3,fr,6,8400
8,0.8272,en,en2fr,3,fr,7,8400
8,0.6743,en,en2fr,3,en,1,8400
8,0.6321,en,en2fr,3,en,2,8400
8,0.6575,en,en2fr,3,en,3,8400
8,0.6708,en,en2fr,3,en,4,8400
8,0.6836,en,en2fr,3,en,5,8400
8,0.7962,en,en2fr,4,fr,1,8400
8,0.7867,en,en2fr,4,fr,2,8400
8,0.7841,en,en2fr,4,fr,4,8400
8,0.7976,en,en2fr,4,fr,5,8400
8,0.8121,en,en2fr,4,fr,6,8400
8,0.8286,en,en2fr,4,fr,7,8400
8,0.629,en,en2fr,4,en,1,8400
8,0.5677,en,en2fr,4,en,2,8400
8,0.5792,en,en2fr,4,en,3,8400
8,0.6062,en,en2fr,4,en,4,8400
8,0.5915,en,en2fr,4,en,5,8400
8,0.7987,en,en2fr,5,fr,1,8400
8,0.8068,en,en2fr,5,fr,2,8400
8,0.8247,en,en2fr,5,fr,4,8400
8,0.7971,en,en2fr,5,fr,5,8400
8,0.808,en,en2fr,5,fr,6,8400
8,0.8368,en,en2fr,5,fr,7,8400
8,0.6587,en,en2fr,5,en,1,8400
8,0.5966,en,en2fr,5,en,2,8400
8,0.6199,en,en2fr,5,en,3,8400
8,0.6501,en,en2fr,5,en,4,8400
8,0.6534,en,en2fr,5,en,5,8400
8,0.8002,en,en2fr,6,fr,1,8400
8,0.8237,en,en2fr,6,fr,2,8400
8,0.8056,en,en2fr,6,fr,4,8400
8,0.7702,en,en2fr,6,fr,5,8400
8,0.806,en,en2fr,6,fr,6,8400
8,0.8272,en,en2fr,6,fr,7,8400
8,0.6748,en,en2fr,6,en,1,8400
8,0.6046,en,en2fr,6,en,2,8400
8,0.6336,en,en2fr,6,en,3,8400
8,0.663,en,en2fr,6,en,4,8400
8,0.6533,en,en2fr,6,en,5,8400
8,0.8226,en,en2fr,7,fr,1,8400
8,0.8043,en,en2fr,7,fr,2,8400
8,0.8385,en,en2fr,7,fr,4,8400
8,0.7767,en,en2fr,7,fr,5,8400
8,0.8162,en,en2fr,7,fr,6,8400
8,0.8272,en,en2fr,7,fr,7,8400
8,0.6939,en,en2fr,7,en,1,8400
8,0.6433,en,en2fr,7,en,2,8400
8,0.6508,en,en2fr,7,en,3,8400
8,0.6625,en,en2fr,7,en,4,8400
8,0.6828,en,en2fr,7,en,5,8400
8,0.8106,en,en2fr,8,fr,1,8400
8,0.822,en,en2fr,8,fr,2,8400
8,0.8416,en,en2fr,8,fr,4,8400
8,0.7606,en,en2fr,8,fr,5,8400
8,0.7818,en,en2fr,8,fr,6,8400
8,0.8114,en,en2fr,8,fr,7,8400
8,0.7106,en,en2fr,8,en,1,8400
8,0.6531,en,en2fr,8,en,2,8400
8,0.6808,en,en2fr,8,en,3,8400
8,0.6758,en,en2fr,8,en,4,8400
8,0.6852,en,en2fr,8,en,5,8400
8,0.8272,en,en2fr,9,fr,1,8400
8,0.8007,en,en2fr,9,fr,2,8400
8,0.7947,en,en2fr,9,fr,4,8400
8,0.7979,en,en2fr,9,fr,5,8400
8,0.8118,en,en2fr,9,fr,6,8400
8,0.8368,en,en2fr,9,fr,7,8400
8,0.671,en,en2fr,9,en,1,8400
8,0.6401,en,en2fr,9,en,2,8400
8,0.6471,en,en2fr,9,en,3,8400
8,0.6677,en,en2fr,9,en,4,8400
8,0.6744,en,en2fr,9,en,5,8400
9,0.8434,en,en2fr,1,fr,1,8400
9,0.8019,en,en2fr,1,fr,2,8400
9,0.8337,en,en2fr,1,fr,4,8400
9,0.8301,en,en2fr,1,fr,5,8400
9,0.8562,en,en2fr,1,fr,6,8400
9,0.8591,en,en2fr,1,fr,7,8400
9,0.7306,en,en2fr,1,en,1,8400
9,0.7203,en,en2fr,1,en,2,8400
9,0.7094,en,en2fr,1,en,3,8400
9,0.6871,en,en2fr,1,en,4,8400
9,0.7237,en,en2fr,1,en,5,8400
9,0.8402,en,en2fr,2,fr,1,8400
9,0.7453,en,en2fr,2,fr,2,8400
9,0.7865,en,en2fr,2,fr,4,8400
9,0.7784,en,en2fr,2,fr,5,8400
9,0.8209,en,en2fr,2,fr,6,8400
9,0.804,en,en2fr,2,fr,7,8400
9,0.6391,en,en2fr,2,en,1,8400
9,0.6383,en,en2fr,2,en,2,8400
9,0.6253,en,en2fr,2,en,3,8400
9,0.6066,en,en2fr,2,en,4,8400
9,0.618,en,en2fr,2,en,5,8400
9,0.8394,en,en2fr,3,fr,1,8400
9,0.7989,en,en2fr,3,fr,2,8400
9,0.8113,en,en2fr,3,fr,4,8400
9,0.803,en,en2fr,3,fr,5,8400
9,0.8259,en,en2fr,3,fr,6,8400
9,0.8311,en,en2fr,3,fr,7,8400
9,0.6942,en,en2fr,3,en,1,8400
9,0.6725,en,en2fr,3,en,2,8400
9,0.6723,en,en2fr,3,en,3,8400
9,0.6546,en,en2fr,3,en,4,8400
9,0.6706,en,en2fr,3,en,5,8400
9,0.8094,en,en2fr,4,fr,1,8400
9,0.7691,en,en2fr,4,fr,2,8400
9,0.7649,en,en2fr,4,fr,4,8400
9,0.8105,en,en2fr,4,fr,5,8400
9,0.8219,en,en2fr,4,fr,6,8400
9,0.7952,en,en2fr,4,fr,7,8400
9,0.6368,en,en2fr,4,en,1,8400
9,0.6134,en,en2fr,4,en,2,8400
9,0.6029,en,en2fr,4,en,3,8400
9,0.5674,en,en2fr,4,en,4,8400
9,0.5863,en,en2fr,4,en,5,8400
9,0.8224,en,en2fr,5,fr,1,8400
9,0.759,en,en2fr,5,fr,2,8400
9,0.7759,en,en2fr,5,fr,4,8400
9,0.8107,en,en2fr,5,fr,5,8400
9,0.8292,en,en2fr,5,fr,6,8400
9,0.796,en,en2fr,5,fr,7,8400
9,0.6346,en,en2fr,5,en,1,8400
9,0.6268,en,en2fr,5,en,2,8400
9,0.6119,en,en2fr,5,en,3,8400
9,0.6046,en,en2fr,5,en,4,8400
9,0.6129,en,en2fr,5,en,5,8400
9,0.8376,en,en2fr,6,fr,1,8400
9,0.7955,en,en2fr,6,fr,2,8400
9,0.8002,en,en2fr,6,fr,4,8400
9,0.7961,en,en2fr,6,fr,5,8400
9,0.8455,en,en2fr,6,fr,6,8400
9,0.8453,en,en2fr,6,fr,7,8400
9,0.6872,en,en2fr,6,en,1,8400
9,0.6848,en,en2fr,6,en,2,8400
9,0.6606,en,en2fr,6,en,3,8400
9,0.6595,en,en2fr,6,en,4,8400
9,0.6689,en,en2fr,6,en,5,8400
9,0.8403,en,en2fr,7,fr,1,8400
9,0.7399,en,en2fr,7,fr,2,8400
9,0.8258,en,en2fr,7,fr,4,8400
9,0.8155,en,en2fr,7,fr,5,8400
9,0.8379,en,en2fr,7,fr,6,8400
9,0.8357,en,en2fr,7,fr,7,8400
9,0.6948,en,en2fr,7,en,1,8400
9,0.7005,en,en2fr,7,en,2,8400
9,0.675,en,en2fr,7,en,3,8400
9,0.6493,en,en2fr,7,en,4,8400
9,0.6804,en,en2fr,7,en,5,8400
9,0.8486,en,en2fr,8,fr,1,8400
9,0.7968,en,en2fr,8,fr,2,8400
9,0.8253,en,en2fr,8,fr,4,8400
9,0.822,en,en2fr,8,fr,5,8400
9,0.8322,en,en2fr,8,fr,6,8400
9,0.8466,en,en2fr,8,fr,7,8400
9,0.7295,en,en2fr,8,en,1,8400
9,0.7027,en,en2fr,8,en,2,8400
9,0.7103,en,en2fr,8,en,3,8400
9,0.6967,en,en2fr,8,en,4,8400
9,0.7101,en,en2fr,8,en,5,8400
9,0.8427,en,en2fr,9,fr,1,8400
9,0.7807,en,en2fr,9,fr,2,8400
9,0.7901,en,en2fr,9,fr,4,8400
9,0.8091,en,en2fr,9,fr,5,8400
9,0.8418,en,en2fr,9,fr,6,8400
9,0.8529,en,en2fr,9,fr,7,8400
9,0.7263,en,en2fr,9,en,1,8400
9,0.725,en,en2fr,9,en,2,8400
9,0.6924,en,en2fr,9,en,3,8400
9,0.6939,en,en2fr,9,en,4,8400
9,0.6995,en,en2fr,9,en,5,8400
10,0.8459,en,en2fr,1,fr,1,8400
10,0.7871,en,en2fr,1,fr,2,8400
10,0.8306,en,en2fr,1,fr,4,8400
10,0.8469,en,en2fr,1,fr,5,8400
10,0.8597,en,en2fr,1,fr,6,8400
10,0.836,en,en2fr,1,fr,7,8400
10,0.6836,en,en2fr,1,en,1,8400
10,0.6981,en,en2fr,1,en,2,8400
10,0.6569,en,en2fr,1,en,3,8400
10,0.6415,en,en2fr,1,en,4,8400
10,0.7245,en,en2fr,1,en,5,8400
10,0.8591,en,en2fr,2,fr,1,8400
10,0.7936,en,en2fr,2,fr,2,8400
10,0.8301,en,en2fr,2,fr,4,8400
10,0.8328,en,en2fr,2,fr,5,8400
10,0.8668,en,en2fr,2,fr,6,8400
10,0.8446,en,en2fr,2,fr,7,8400
10,0.6713,en,en2fr,2,en,1,8400
10,0.7099,en,en2fr,2,en,2,8400
10,0.6495,en,en2fr,2,en,3,8400
10,0.6399,en,en2fr,2,en,4,8400
10,0.7004,en,en2fr,2,en,5,8400
10,0.8589,en,en2fr,3,fr,1,8400
10,0.8307,en,en2fr,3,fr,2,8400
10,0.849,en,en2fr,3,fr,4,8400
10,0.8383,en,en2fr,3,fr,5,8400
10,0.8654,en,en2fr,3,fr,6,8400
10,0.8611,en,en2fr,3,fr,7,8400
10,0.7019,en,en2fr,3,en,1,8400
10,0.7171,en,en2fr,3,en,2,8400
10,0.6775,en,en2fr,3,en,3,8400
10,0.6639,en,en2fr,3,en,4,8400
10,0.7063,en,en2fr,3,en,5,8400
10,0.8489,en,en2fr,4,fr,1,8400
10,0.8185,en,en2fr,4,fr,2,8400
10,0.8276,en,en2fr,4,fr,4,8400
10,0.836,en,en2fr,4,fr,5,8400
10,0.8705,en,en2fr,4,fr,6,8400
10,0.8546,en,en2fr,4,fr,7,8400
10,0.6701,en,en2fr,4,en,1,8400
10,0.7064,en,en2fr,4,en,2,8400
10,0.6415,en,en2fr,4,en,3,8400
10,0.6231,en,en2fr,4,en,4,8400
10,0.6921,en,en2fr,4,en,5,8400
10,0.8351,en,en2fr,5,fr,1,8400
10,0.8092,en,en2fr,5,fr,2,8400
10,0.8249,en,en2fr,5,fr,4,8400
10,0.8387,en,en2fr,5,fr,5,8400
10,0.866,en,en2fr,5,fr,6,8400
10,0.8335,en,en2fr,5,fr,7,8400
10,0.6571,en,en2fr,5,en,1,8400
10,0.6758,en,en2fr,5,en,2,8400
10,0.6279,en,en2fr,5,en,3,8400
10,0.6134,en,en2fr,5,en,4,8400
10,0.6729,en,en2fr,5,en,5,8400
10,0.778,en,en2fr,6,fr,1,8400
10,0.7964,en,en2fr,6,fr,2,8400
10,0.786,en,en2fr,6,fr,4,8400
10,0.7569,en,en2fr,6,fr,5,8400
10,0.7772,en,en2fr,6,fr,6,8400
10,0.8074,en,en2fr,6,fr,7,8400
10,0.6256,en,en2fr,6,en,1,8400
10,0.6623,en,en2fr,6,en,2,8400
10,0.6008,en,en2fr,6,en,3,8400
10,0.5989,en,en2fr,6,en,4,8400
10,0.6473,en,en2fr,6,en,5,8400
10,0.8379,en,en2fr,7,fr,1,8400
10,0.7684,en,en2fr,7,fr,2,8400
10,0.83,en,en2fr,7,fr,4,8400
10,0.7898,en,en2fr,7,fr,5,8400
10,0.8466,en,en2fr,7,fr,6,8400
10,0.8076,en,en2fr,7,fr,7,8400
10,0.6274,en,en2fr,7,en,1,8400
10,0.6561,en,en2fr,7,en,2,8400
10,0.6027,en,en2fr,7,en,3,8400
10,0.5653,en,en2fr,7,en,4,8400
10,0.6382,en,en2fr,7,en,5,8400
10,0.8203,en,en2fr,8,fr,1,8400
10,0.8135,en,en2fr,8,fr,2,8400
10,0.818,en,en2fr,8,fr,4,8400
10,0.7888,en,en2fr,8,fr,5,8400
10,0.8011,en,en2fr,8,fr,6,8400
10,0.8139,en,en2fr,8,fr,7,8400
10,0.6353,en,en2fr,8,en,1,8400
10,0.6418,en,en2fr,8,en,2,8400
10,0.6071,en,en2fr,8,en,3,8400
10,0.6171,en,en2fr,8,en,4,8400
10,0.6381,en,en2fr,8,en,5,8400
10,0.8126,en,en2fr,9,fr,1,8400
10,0.8141,en,en2fr,9,fr,2,8400
10,0.797,en,en2fr,9,fr,4,8400
10,0.8066,en,en2fr,9,fr,5,8400
10,0.819,en,en2fr,9,fr,6,8400
10,0.8366,en,en2fr,9,fr,7,8400
10,0.6611,en,en2fr,9,en,1,8400
10,0.6918,en,en2fr,9,en,2,8400
10,0.6291,en,en2fr,9,en,3,8400
10,0.6356,en,en2fr,9,en,4,8400
10,0.6757,en,en2fr,9,en,5,8400
11,0.836,en,en2fr,1,fr,1,8400
11,0.805,en,en2fr,1,fr,2,8400
11,0.8219,en,en2fr,1,fr,4,8400
11,0.8365,en,en2fr,1,fr,5,8400
11,0.8366,en,en2fr,1,fr,6,8400
11,0.8212,en,en2fr,1,fr,7,8400
11,0.5486,en,en2fr,1,en,1,8400
11,0.5671,en,en2fr,1,en,2,8400
11,0.5642,en,en2fr,1,en,3,8400
11,0.5068,en,en2fr,1,en,4,8400
11,0.5971,en,en2fr,1,en,5,8400
11,0.8755,en,en2fr,2,fr,1,8400
11,0.8454,en,en2fr,2,fr,2,8400
11,0.8783,en,en2fr,2,fr,4,8400
11,0.8472,en,en2fr,2,fr,5,8400
11,0.8962,en,en2fr,2,fr,6,8400
11,0.8815,en,en2fr,2,fr,7,8400
11,0.5646,en,en2fr,2,en,1,8400
11,0.5892,en,en2fr,2,en,2,8400
11,0.5782,en,en2fr,2,en,3,8400
11,0.5003,en,en2fr,2,en,4,8400
11,0.6101,en,en2fr,2,en,5,8400
11,0.8645,en,en2fr,3,fr,1,8400
11,0.8625,en,en2fr,3,fr,2,8400
11,0.8704,en,en2fr,3,fr,4,8400
11,0.8415,en,en2fr,3,fr,5,8400
11,0.879,en,en2fr,3,fr,6,8400
11,0.8728,en,en2fr,3,fr,7,8400
11,0.5924,en,en2fr,3,en,1,8400
11,0.6128,en,en2fr,3,en,2,8400
11,0.6029,en,en2fr,3,en,3,8400
11,0.5416,en,en2fr,3,en,4,8400
11,0.6261,en,en2fr,3,en,5,8400
11,0.8637,en,en2fr,4,fr,1,8400
11,0.8464,en,en2fr,4,fr,2,8400
11,0.865,en,en2fr,4,fr,4,8400
11,0.8545,en,en2fr,4,fr,5,8400
11,0.872,en,en2fr,4,fr,6,8400
11,0.8715,en,en2fr,4,fr,7,8400
11,0.5867,en,en2fr,4,en,1,8400
11,0.6177,en,en2fr,4,en,2,8400
11,0.594,en,en2fr,4,en,3,8400
11,0.5378,en,en2fr,4,en,4,8400
11,0.6329,en,en2fr,4,en,5,8400
11,0.8621,en,en2fr,5,fr,1,8400
11,0.8434,en,en2fr,5,fr,2,8400
11,0.8629,en,en2fr,5,fr,4,8400
11,0.8489,en,en2fr,5,fr,5,8400
11,0.8773,en,en2fr,5,fr,6,8400
11,0.8696,en,en2fr,5,fr,7,8400
11,0.561,en,en2fr,5,en,1,8400
11,0.5918,en,en2fr,5,en,2,8400
11,0.5788,en,en2fr,5,en,3,8400
11,0.509,en,en2fr,5,en,4,8400
11,0.6129,en,en2fr,5,en,5,8400
11,0.8343,en,en2fr,6,fr,1,8400
11,0.8346,en,en2fr,6,fr,2,8400
11,0.8334,en,en2fr,6,fr,4,8400
11,0.812,en,en2fr,6,fr,5,8400
11,0.8486,en,en2fr,6,fr,6,8400
11,0.8488,en,en2fr,6,fr,7,8400
11,0.5778,en,en2fr,6,en,1,8400
11,0.6159,en,en2fr,6,en,2,8400
11,0.5903,en,en2fr,6,en,3,8400
11,0.5222,en,en2fr,6,en,4,8400
11,0.6268,en,en2fr,6,en,5,8400
11,0.867,en,en2fr,7,fr,1,8400
11,0.8576,en,en2fr,7,fr,2,8400
11,0.8729,en,en2fr,7,fr,4,8400
11,0.8345,en,en2fr,7,fr,5,8400
11,0.8816,en,en2fr,7,fr,6,8400
11,0.8655,en,en2fr,7,fr,7,8400
11,0.5554,en,en2fr,7,en,1,8400
11,0.5726,en,en2fr,7,en,2,8400
11,0.5662,en,en2fr,7,en,3,8400
11,0.4795,en,en2fr,7,en,4,8400
11,0.5887,en,en2fr,7,en,5,8400
11,0.8636,en,en2fr,8,fr,1,8400
11,0.8486,en,en2fr,8,fr,2,8400
11,0.8455,en,en2fr,8,fr,4,8400
11,0.8226,en,en2fr,8,fr,5,8400
11,0.8545,en,en2fr,8,fr,6,8400
11,0.8422,en,en2fr,8,fr,7,8400
11,0.5515,en,en2fr,8,en,1,8400
11,0.5514,en,en2fr,8,en,2,8400
11,0.5709,en,en2fr,8,en,3,8400
11,0.509,en,en2fr,8,en,4,8400
11,0.5816,en,en2fr,8,en,5,8400
11,0.8565,en,en2fr,9,fr,1,8400
11,0.8436,en,en2fr,9,fr,2,8400
11,0.85,en,en2fr,9,fr,4,8400
11,0.8446,en,en2fr,9,fr,5,8400
11,0.8701,en,en2fr,9,fr,6,8400
11,0.8598,en,en2fr,9,fr,7,8400
11,0.5462,en,en2fr,9,en,1,8400
11,0.571,en,en2fr,9,en,2,8400
11,0.5597,en,en2fr,9,en,3,8400
11,0.486,en,en2fr,9,en,4,8400
11,0.5834,en,en2fr,9,en,5,8400
12,0.8324,en,en2fr,1,fr,1,8400
12,0.8261,en,en2fr,1,fr,2,8400
12,0.8275,en,en2fr,1,fr,4,8400
12,0.8104,en,en2fr,1,fr,5,8400
12,0.8172,en,en2fr,1,fr,6,8400
12,0.8231,en,en2fr,1,fr,7,8400
12,0.4968,en,en2fr,1,en,1,8400
12,0.4825,en,en2fr,1,en,2,8400
12,0.4716,en,en2fr,1,en,3,8400
12,0.46,en,en2fr,1,en,4,8400
12,0.3541,en,en2fr,1,en,5,8400
12,0.8483,en,en2fr,2,fr,1,8400
12,0.8416,en,en2fr,2,fr,2,8400
12,0.8439,en,en2fr,2,fr,4,8400
12,0.8289,en,en2fr,2,fr,5,8400
12,0.8286,en,en2fr,2,fr,6,8400
12,0.8351,en,en2fr,2,fr,7,8400
12,0.4947,en,en2fr,2,en,1,8400
12,0.4677,en,en2fr,2,en,2,8400
12,0.4714,en,en2fr,2,en,3,8400
12,0.4606,en,en2fr,2,en,4,8400
12,0.354,en,en2fr,2,en,5,8400
12,0.8202,en,en2fr,3,fr,1,8400
12,0.8203,en,en2fr,3,fr,2,8400
12,0.8417,en,en2fr,3,fr,4,8400
12,0.8196,en,en2fr,3,fr,5,8400
12,0.8434,en,en2fr,3,fr,6,8400
12,0.8238,en,en2fr,3,fr,7,8400
12,0.4687,en,en2fr,3,en,1,8400
12,0.4571,en,en2fr,3,en,2,8400
12,0.4618,en,en2fr,3,en,3,8400
12,0.4529,en,en2fr,3,en,4,8400
12,0.3689,en,en2fr,3,en,5,8400
12,0.8427,en,en2fr,4,fr,1,8400
12,0.8369,en,en2fr,4,fr,2,8400
12,0.8397,en,en2fr,4,fr,4,8400
12,0.8354,en,en2fr,4,fr,5,8400
12,0.8338,en,en2fr,4,fr,6,8400
12,0.8338,en,en2fr,4,fr,7,8400
12,0.4948,en,en2fr,4,en,1,8400
12,0.4801,en,en2fr,4,en,2,8400
12,0.4787,en,en2fr,4,en,3,8400
12,0.4676,en,en2fr,4,en,4,8400
12,0.3711,en,en2fr,4,en,5,8400
12,0.8302,en,en2fr,5,fr,1,8400
12,0.8193,en,en2fr,5,fr,2,8400
12,0.8294,en,en2fr,5,fr,4,8400
12,0.8161,en,en2fr,5,fr,5,8400
12,0.831,en,en2fr,5,fr,6,8400
12,0.8221,en,en2fr,5,fr,7,8400
12,0.4681,en,en2fr,5,en,1,8400
12,0.4561,en,en2fr,5,en,2,8400
12,0.4513,en,en2fr,5,en,3,8400
12,0.4518,en,en2fr,5,en,4,8400
12,0.3657,en,en2fr,5,en,5,8400
12,0.7918,en,en2fr,6,fr,1,8400
12,0.7879,en,en2fr,6,fr,2,8400
12,0.8134,en,en2fr,6,fr,4,8400
12,0.8021,en,en2fr,6,fr,5,8400
12,0.8288,en,en2fr,6,fr,6,8400
12,0.8078,en,en2fr,6,fr,7,8400
12,0.4161,en,en2fr,6,en,1,8400
12,0.4239,en,en2fr,6,en,2,8400
12,0.4263,en,en2fr,6,en,3,8400
12,0.4145,en,en2fr,6,en,4,8400
12,0.3677,en,en2fr,6,en,5,8400
12,0.8329,en,en2fr,7,fr,1,8400
12,0.856,en,en2fr,7,fr,2,8400
12,0.8489,en,en2fr,7,fr,4,8400
12,0.8309,en,en2fr,7,fr,5,8400
12,0.8198,en,en2fr,7,fr,6,8400
12,0.8377,en,en2fr,7,fr,7,8400
12,0.5245,en,en2fr,7,en,1,8400
12,0.4935,en,en2fr,7,en,2,8400
12,0.4956,en,en2fr,7,en,3,8400
12,0.4871,en,en2fr,7,en,4,8400
12,0.3444,en,en2fr,7,en,5,8400
12,0.8599,en,en2fr,8,fr,1,8400
12,0.8495,en,en2fr,8,fr,2,8400
12,0.8448,en,en2fr,8,fr,4,8400
12,0.8251,en,en2fr,8,fr,5,8400
12,0.8176,en,en2fr,8,fr,6,8400
12,0.8321,en,en2fr,8,fr,7,8400
12,0.5248,en,en2fr,8,en,1,8400
12,0.4869,en,en2fr,8,en,2,8400
12,0.4872,en,en2fr,8,en,3,8400
12,0.4831,en,en2fr,8,en,4,8400
12,0.354,en,en2fr,8,en,5,8400
12,0.8394,en,en2fr,9,fr,1,8400
12,0.8252,en,en2fr,9,fr,2,8400
12,0.8303,en,en2fr,9,fr,4,8400
12,0.8129,en,en2fr,9,fr,5,8400
12,0.8155,en,en2fr,9,fr,6,8400
12,0.8251,en,en2fr,9,fr,7,8400
12,0.4791,en,en2fr,9,en,1,8400
12,0.4524,en,en2fr,9,en,2,8400
12,0.4538,en,en2fr,9,en,3,8400
12,0.4516,en,en2fr,9,en,4,8400
12,0.3382,en,en2fr,9,en,5,8400
0,0.976,fr,de,1,de,2,0
1,0.9571,fr,de,1,de,2,0
2,0.9251,fr,de,1,de,2,0
3,0.9339,fr,de,1,de,2,0
4,0.8793,fr,de,1,de,2,0
5,0.8753,fr,de,1,de,2,0
6,0.7741,fr,de,1,de,2,0
7,0.8137,fr,de,1,de,2,0
8,0.8567,fr,de,1,de,2,0
9,0.8997,fr,de,1,de,2,0
10,0.9018,fr,de,1,de,2,0
11,0.8726,fr,de,1,de,2,0
12,0.8748,fr,de,1,de,2,0
0,0.9895,fr,de,1,de,3,0
1,0.9668,fr,de,1,de,3,0
2,0.9087,fr,de,1,de,3,0
3,0.9124,fr,de,1,de,3,0
4,0.8824,fr,de,1,de,3,0
5,0.8792,fr,de,1,de,3,0
6,0.8718,fr,de,1,de,3,0
7,0.8634,fr,de,1,de,3,0
8,0.8822,fr,de,1,de,3,0
9,0.8761,fr,de,1,de,3,0
10,0.8612,fr,de,1,de,3,0
11,0.8712,fr,de,1,de,3,0
12,0.8853,fr,de,1,de,3,0
0,0.9897,fr,de,1,de,4,0
1,0.9553,fr,de,1,de,4,0
2,0.9148,fr,de,1,de,4,0
3,0.9209,fr,de,1,de,4,0
4,0.912,fr,de,1,de,4,0
5,0.898,fr,de,1,de,4,0
6,0.89,fr,de,1,de,4,0
7,0.868,fr,de,1,de,4,0
8,0.8712,fr,de,1,de,4,0
9,0.8893,fr,de,1,de,4,0
10,0.8857,fr,de,1,de,4,0
11,0.8778,fr,de,1,de,4,0
12,0.8741,fr,de,1,de,4,0
0,0.9926,fr,de,1,de,5,0
1,0.9577,fr,de,1,de,5,0
2,0.9226,fr,de,1,de,5,0
3,0.9221,fr,de,1,de,5,0
4,0.8865,fr,de,1,de,5,0
5,0.8493,fr,de,1,de,5,0
6,0.8596,fr,de,1,de,5,0
7,0.875,fr,de,1,de,5,0
8,0.8822,fr,de,1,de,5,0
9,0.9099,fr,de,1,de,5,0
10,0.9128,fr,de,1,de,5,0
11,0.8891,fr,de,1,de,5,0
12,0.8973,fr,de,1,de,5,0
0,0.9927,fr,de,1,de,6,0
1,0.9659,fr,de,1,de,6,0
2,0.925,fr,de,1,de,6,0
3,0.9338,fr,de,1,de,6,0
4,0.9048,fr,de,1,de,6,0
5,0.8947,fr,de,1,de,6,0
6,0.892,fr,de,1,de,6,0
7,0.8855,fr,de,1,de,6,0
8,0.8935,fr,de,1,de,6,0
